typification	typificationLabel
Q186045	1f4851f8-6256-4b86-9a90-02094d7f387a: holotype of Gentianella wayqecha J.S.Pringle & J.R.Grant
Q186046	1f48ad4a-ebc5-45e2-a317-3921c54420e0: isotype of Stachys caroliniana J.B.Nelson & D.A.Rayner
Q186047	1f48f2dd-b7fa-4a3f-b3f5-d482c3d5337a: holotype of Pleurothallis chamensis var. tenuis C.Schweinf.
Q186048	1f10cb96-17e2-4ab5-8586-0ff7b9bd5005: isotype of Solanum lapidosum A.R.Bean
Q186049	1f133a13-60ce-46ad-8e3d-1e67050ead0c: holotype of Stylidium saintpaulioides R.L.Barrett, M.D.Barrett & Lowrie
Q186050	1f1ddc53-9cdf-4b07-9b55-ca5081f76588: isotype of Caladenia atrochila D.L.Jones
Q186051	1f24a0b8-efc7-451f-8c22-d5cdcfd25d1a: holotype of Randia standleyana L.O.Williams
Q186052	1f25e1a6-a359-4ddd-8be4-c1cd1d3646c6: isotype of Jaltomata lomana Mione & S.Leiva
Q186053	1f29e1c6-fbec-4bb4-9abf-9f605a669dba: isotype of Eremophila obliquisepala Chinnock
Q186054	1f29e97c-f31d-4322-b6f9-c26be90aa9fe: holotype of Tovomita grandis L.Marinho
Q186055	1f2cc4d28da58b4193c4106d33027624: lectotype of Opuntia phaeacantha var. major Engelm.
Q186056	1f2d5415-84fa-40ef-a4bc-84f21e8bb7f4: holotype of Eremophila rhegos Chinnock
Q186057	1f38f825-e0b0-49d6-a412-29bf207e00bb: isotype of Corytoplectus longipedunculatus Rodr.-Flores & L.E.Skog
Q186058	1f4e5143-2d39-4167-9bd8-808630c72a14: isotype of Dryopteris macroptera Copel.
Q186059	1f4f90d7-eefd-47d2-87db-4d0114ebfd2c: holotype of Thibaudia yungensis Luteyn & Pedraza
Q186060	1f50e7e8-e555-4a8c-91a8-4760ca35c725: holotype of Dampiera anonyma Lepschi & Trudgen
Q186061	1f534276-b957-4369-a906-a4d4435866da: isotype of Rhodostemonodaphne penduliflora Madriñán
Q186062	1f5f3718-fe0f-4ff4-bf83-d128faf4ac5b: holotype of Caladenia longicauda subsp. minima A.P.Br. & G.Brockman
Q186063	1f5f89cb-0f4e-46f4-9761-5fccd8e7eecf: isotype of Ternstroemia multiovulata Gómez-Laur., Q.Jiménez & N.Zamora
Q186064	1f6ad69f-c18a-4769-8250-82354de73a22: isotype of Marcgravia helverseniana S.Dressler & Tschapka
Q186065	1f6e017d-002e-489e-8120-38c5324b19da: holotype of Mascagnia velutina C.E.Anderson
Q186066	1f737503-28c4-422a-be6f-8d41a51bb47d: isotype of Cordiera papillosa C.H.Perss. & Delprete
Q186067	1f744ea5-90f2-43be-ab97-6b7cec631cae: isotype of Thelymitra alcockiae D.L.Jones ex Jeanes
Q186068	1f7ae572-7d20-44f6-9354-b7f5cb783a21: lectotype of Salix commutata var. denudata Bebb
Q186069	1f81599f-9a2f-4875-ae37-23ed1cd92e06: holotype of Sagina occidentalis S.Watson
Q186070	1f84aee0-3cfc-4ad4-8cec-4e319e8fe9a0: isotype of Kopsia rajangensis D.J.Middleton
Q186071	1f8a7fca-fc05-48ef-8d15-bfd951e2f86b: holotype of Eucalyptus polyanthemos subsp. marginalis Rule
Q186072	1f93d6af-f617-4344-862e-7c3364d1d2c5: holotype of Cassia midas H.S.Irwin & Barneby
Q186073	1f96189e-9e57-472d-9d07-cf8a6d286a35: isotype of Clitoria pozuzoensis var. schunkei Fantz
Q186074	1f9db756-85da-4d4a-b2f8-1808d31cf28e: isotype of Eriogonum terrenatum Reveal
Q186075	1f9f19c23db30a9e6d54bf0ccbe00e40: isotype of Tillandsia suesilliae W.Till, López-Ferr. & Espejo
Q186076	1fa06c2d-ad76-41c5-8c66-08343dbe8232: holotype of Ichnanthus areolatus K.E.Rogers
Q186077	1fa9742b-b4fc-49e5-acdb-fbb8ed4edb03: holotype of Eucharis boliviensis Ravenna
Q186078	1fab4435-a019-4005-976f-510b28c9de75: holotype of Macromeria barbigera I.M.Johnst.
Q186079	1fadb096-483e-42b6-a56e-d338b9f67f4b: lectotype of Cladrastis wilsonii Takeda
Q186080	1fb028af-bbb2-46ed-adba-3ed2dde94e34: holotype of Epidendrum oldemanii Christenson
Q186081	1fb0b4b5-a87c-46e4-8e8f-74beb9cdfe83: isotype of Erigeron saracachiensis G.L.Nesom
Q186082	1fb0c472-c4d4-4999-a46b-4bfbbef5e417: isotype of Dieffenbachia galdamesiae Croat
Q186083	1fb13317-5bb5-4259-ae9b-9539afd8fb0f: isotype of Brachyscome kaputarensis P.S.Short
Q186084	1fb22f54-c0cb-48e3-a895-a42e6b2c857c: isotype of Scutellaria potosina var. kaibabensis S.L.Rhodes & T.J.Ayers
Q186085	1fb32897-321b-472a-a500-a50d9499a3a7: holotype of Polygonum hydropiperoides var. euronotorum Fernald
Q186086	1fb3f83b-7454-4d00-90b2-546bb409a995: holotype of Licania maxima Prance
Q186087	1fb4132a-172a-44a6-86b6-7de22004fe1b: holotype of Isoetes mattaponica Musselman & W.C.Taylor
Q186088	1fb68efc-a3e8-490b-98ce-fa551817219c: isotype of Eidothea hardeniana P.H.Weston & Kooyman
Q186089	1fbb236c-d04f-4702-9b25-98a546bdd91d: lectotype of Polygala eucosma S.F.Blake
Q186090	1fbf1483-29c7-4353-97f2-9d418e823b4e: isotype of Nyssanthes longistyla C.H.Mill.
Q186091	1fbf82c6-48c7-45bf-87e8-fb9f0fb6afcf: isotype of Encyclia auyantepuiensis Carnevali & I.Ramírez
Q186092	1fbf93f6-6e60-4bb6-975f-4e4d2b8193b5: holotype of Hibbertia pubens K.R.Thiele
Q186093	1fbfe477-7d0b-41bd-a5c0-090b445d55df: holotype of Gurania oxyphylla C.Jeffrey
Q186094	1fc087d8-0bae-497b-98b2-bafee4ec3a6e: neotype of Quercus sinuata Walter
Q186095	1fc253c7-c865-46e9-9516-692155d94a51: isotype of Huberia staminodia Baumgratz
Q186096	1fc3acba-da00-4ffb-a6f9-1c3dc34cd0c4: holotype of Heteropterys magnifica W.R.Anderson
Q186097	1fc48bc9-09d4-48a3-a6cb-6ce76f2e37c7: holotype of Dicrastylis mitchellii Rye
Q186098	1fc50581-ed05-4290-8b2a-151af511449f: isotype of Brodiaea sierrae R.E.Preston
Q186099	1fc59ae2-c018-4162-86a2-61d1946d01fb: lectotype of Senecio neomexicanus A.Gray
Q186100	1fc82509-e2be-4c4b-bf2c-a95f65f12816: holotype of Lockhartia oblongicallosa Carnevali & G.A.Romero
Q186101	1fc8f7b5-c123-401b-b97a-640544f73f19: lectotype of Cabomba caroliniana A.Gray
Q186102	1fcd5b17-faa2-4af9-a306-d3ad89e9e14b: holotype of Brachystele scabrilingua Szlach.
Q186103	1fd0a185-6a2f-46ad-b227-9178a20c14ef: holotype of Palicourea glabriflora Steyerm.
Q186104	1fd91b2a-31f6-4a59-9768-cf07ce79ef72: holotype of Protium aidanianum Daly
Q186105	1fdf94d8-9eb8-4908-9059-37fc08671101: isotype of Cyperus breedlovei G.C.Tucker
Q186106	1fe0608e-e258-4e1f-9f1d-92cf5b8eb024: holotype of Ptilanthus scandens Gleason
Q186107	1fe2d56e-6739-4cf6-892c-90111669dda0: holotype of Maguireocharis neblinae Steyerm.
Q186108	1fe3cada-6f51-4ad0-8301-019f1bf63715: holotype of Ptilotus andersonii R.W.Davis
Q186109	1fe63a3a-365c-44b4-bdca-780b845ee7f6: holotype of Caladenia thinicola Hopper & A.P.Br.
Q186110	1ff14193-a8a3-4996-b27a-c548368d0a3b: isotype of Caustis gigas Meney & K.W.Dixon ex R.L.Barrett
Q186111	1ffc1e95-499b-4e2a-a67c-a2d61dc87820: isotype of Solanum pacificum Tepe
Q186112	1ffdffd5-b887-497b-8b42-89dba1d856a4: isotype of Carex queretarensis Reznicek & S.González
Q186113	1ffefb2e4778dc465bb98049ae047cd0: isotype of Hedeoma oblatifolia Villarreal
Q186114	20051e73-290d-401e-8db5-291b0b92f7e0: isotype of Peperomia tepoztecoana G.Mathieu
Q186115	2008bd24-cf2b-4c7f-8889-8882a023edee: holotype of Mimosa sparsiformis Barneby
Q186116	200ffa5b-f992-4fc5-aedb-0b21cc1ef368: isotype of Cladotrichium rubicundum Vogel
Q186117	201203b46e816fad324f05730fb51fd8: holotype of Flaveria kochiana B.L.Turner
Q186118	20165bcb-d079-4fa8-8302-c0ca6876f8ae: isotype of Cassinia macrocephala subsp. petrapendula Orchard
Q186119	2018761: isotype of Microlicia repanda R.B.Pacifico, Almeda & Fidanza
Q186120	201b3d4d-aae0-48f5-b562-42ae61d948a5: isotype of Trillium oostingii Gaddy
Q186121	20442168-6d6e-4f11-a5cf-3b6620a3b0cf: holotype of Dendrobium goilalae Ormerod
Q186122	20450a51-4560-4a50-9e00-d850621f0cca: isotype of Eugenia bullatifolia M.L.Kawas. & Á.J.Pérez
Q186123	2049e7a0-0d32-456f-916b-593833ba8ae8: isotype of Cirsium arizonicum var. tenuisectum D.J.Keil
Q186124	204fbf37-e459-4043-9eb5-1d383e22ef51: holotype of Pelexia huntii Christenson
Q186125	2050ce10-baf9-42e6-9d09-bfbde0307f48: isotype of Endlicheria aurea Chanderb.
Q186126	20518396-1b12-4cb5-86b9-94092088fe8d: holotype of Carex townsendii Mack.
Q186127	2052f4a7-7951-4c8a-8884-a66b9bfecee4: holotype of Drosera aurantiaca Lowrie
Q186128	205612e5-5a2e-464e-8b21-fab843b50640: isotype of Tetracera boomii Aymard
Q186129	2057a43d-f8eb-407a-8049-08837936732c: holotype of Guatteriopsis ramiflora D.R.Simpson
Q186130	20593e3a-6e5a-4e62-96e5-9d6f64028327: isolectotype of Nuphar polysepala Engelm.
Q186131	201de16e-760f-4890-a1dc-012987900ed0: lectotype of Ruprechtia costata Meisn.
Q186132	201ec774-5e8a-4865-9139-cba50f52c555: isotype of Physaria pulvinata O'Kane & Reveal
Q186133	202213e9-601e-423e-9cdd-342ef5742aa9: isotype of Nyssanthes impervia A.R.Bean
Q186134	20225237-1da7-45cb-b8e9-a9d5ffffe253: holotype of Cystopteris membranifolia Mickel
Q186135	202a769e-2d82-4234-a46d-dc4ce363b0a3: holotype of Ipomoea murucoides var. glabrata A.Gray
Q186136	20329c52-f7b5-4426-bd1b-9db80c59a620: holotype of Tetratheca hirsuta subsp. boonanarring Joyce & R.Butcher
Q186137	2033aa96-60e8-48ee-8eae-eb150bfb6192: lectotype of Gustavia magna Cuatrec.
Q186138	20382c04-5ffb-40c3-8906-34ecf50426e6: isotype of Philodendron cretosum Croat & Grayum
Q186139	203fdd4d-b2e3-4b0e-b8bc-870af27a2750: isotype of Solms-laubachia calcicola J.P.Yue, Al-Shehbaz & H.Sun
Q186140	20417d7e-aaaf-402c-b989-ff57a8f0464d: holotype of Psychotria lourteigiana Steyerm.
Q186141	2059cd70-b106-444b-a5f4-b14556ea2a0c: isotype of Eidothea hardeniana P.H.Weston & Kooyman
Q186142	205c3cf1-248d-4ee1-a665-b7ef900118ad: lectotype of Physostegia digitalis Small
Q186143	205d5a5a-c9b1-4986-9d23-f17c0d23d1c7: isotype of Tecticornia indefessa K.A.Sheph.
Q186144	205fe28b-8a63-45dc-953c-3b28a98698cb: isotype of Olyra strephioides Griseb.
Q186145	29656f22-a43f-4ac9-bc39-da4008d4882f: isotype of Ouratea cidiana Sastre
Q186146	2967edb0-bc22-4702-8015-0224bbbdc0b0: isotype of Moschoxylum trachyanthum Griseb.
Q186147	296bcbb6-845f-4ff6-82d8-c8e3b8063573: isotype of Rosa woodsii var. ertterae W.H.Lewis
Q186148	296bd1bf-126f-44f0-95dd-d1c3439168cd: isotype of Garcinia jensenii W.E.Cooper
Q186149	296bf0cc-d209-4de4-9743-fd47fd20476d: holotype of Saurauia chaparensis Soejarto
Q186150	2978ba888a1089b4af9fe99c7b2ecbf1: holotype of Microspermum gonzalezii Rzed.
Q186151	2978ccbb-9526-469d-bfed-d2c0445ee56b: holotype of Eremophila enata Chinnock
Q186152	297ed5b9-e852-4659-971c-fde7843a47b5: holotype of Licania silvae Prance
Q186153	2980b878-3f2d-451c-8903-800c231ec1b5: isotype of Oxandra nervosa R.E.Fr.
Q186154	2986691: holotype of Commelina catharinensis Hassemer, J.P.R.Ferreira, Funez & J.D.Medeiros
Q186155	2989620: holotype of Eplingiella brightoniae Harley
Q186156	298b3316-dc69-4faf-a040-66cb62cc322e: isotype of Prostanthera athertoniana B.J.Conn & T.C.Wilson
Q186157	298c9383-4a79-4cec-be5b-6c2d4c187ec0: isotype of Stylidium strigosum Lowrie & Kenneally
Q186158	2990A82B-F548-4661-A03F-15AE1D95F94D: holotype of Graptopetalum pentandrum Moran
Q186159	2993bf76-ea91-44d7-944a-a3157269033f: lectotype of Castanea ozarkensis Ashe
Q186160	29958e7e-8882-4536-a64d-c564d53b4ee6: isotype of Brachyscome tamworthensis P.S.Short
Q186161	29978199-9f19-4ded-a71d-f6bdb9e97a36: holotype of Cercocarpus breviflorus A.Gray
Q186162	2997b36d-2433-4f6e-ab2d-75cb44a07ce8: isotype of Melaleuca osullivanii Craven & Lepschi
Q186163	299bbe74-690f-43cd-ba77-ed6d8d225ad3: isotype of Coccoloba bullata R.A.Howard
Q186164	299cd417-1d48-41f3-b945-33b710a4ad9d: holotype of Chrysopsis ballardii Rydb.
Q186165	299d9465-8779-4a0e-b29a-4eeb5be2ccf7: isotype of Scholtzia corrugata Rye
Q186166	299ed50a-2167-4166-842c-6c11ea90a0e7: holotype of Mimosa maguirei Barneby
Q186167	29a6a3b2-8f1a-41fc-ac46-ff2e7dadba9a: isotype of Senecio yungasensis Britton
Q186168	29a73544-44ea-49a6-b916-bfcd69efe7ab: holotype of Cassia ferruginea var. velloziana H.S.Irwin & Barneby
Q186169	29a863ad-3098-4f52-ae7b-9e3ddb5fea9b: isotype of Potentilla morefieldii Ertter
Q186170	29afc964-04a4-4781-9834-ef830ded27c5: isotype of Paphia paniensis S.Venter & Munzinger
Q186171	29b2c1a4-a824-4019-81f0-09b39ee42c92: isotype of Pithecellobium palmanum Standl.
Q186172	29b380ae-66a6-4c97-a7a8-83751e319d2e: holotype of Koeberlinia holacantha W.C.Holmes, K.L.Yip & Rushing
Q186173	29b68c80-4625-4b5d-8db3-dd26cc19506e: holotype of Pandanus minusculus B.C.Stone
Q186174	29b84c2e-0e32-46c8-9a86-1ac13053bd19: isotype of Calamus vinaceus A.J.Hend., Pitopang & Moh.Iqbal
Q186175	29b98843-fd86-416b-a04c-830400974884: isotype of Sida carandana Krapov.
Q186176	29ba85c7-8a34-45fa-8412-52e74dfa955b: holotype of Mertensia subpubescens Rydb.
Q186177	29bf9c5e-b1d3-4f69-b45b-faf2862c7dbc: isotype of Thryallis parviflora C.E.Anderson
Q186178	29c0f003-fb41-47e9-8db3-393c733b01c3: holotype of Stegolepis jauaensis Maguire
Q186179	29c4a3e7-7cc5-447b-8d2f-8d4a6fdd4424: holotype of Nephelea tryoniana Gastony
Q186180	29c54d42-d8d9-4245-a7b7-b587f599baae: holotype of Mimosa pringlei var. graminetorum Barneby
Q186181	29d003b7-3f72-4ad7-b5d3-43021d827bcb: holotype of Elleanthus norae Garay & Dunst.
Q186182	29d10968-cf55-4d99-a13e-f86179b1e660: neotype of Epidendrum macrobulbon Lex.
Q186183	29d4f45d-db2d-48c1-8108-0be5c25e52c5: holotype of Neotatea neblinae Maguire
Q186184	29d513f5-87de-4e47-bb96-92f389cb2f64: isotype of Schefflera clausa Frodin
Q186185	29d65ce2-5e88-4751-9f08-d15fd4edbdfc: holotype of Poa orthoclada N.G.Walsh
Q186186	29e5e31c08c6f86480879491e2910e68: holotype of Pseudomiltemia davidsonii Mart.-Camilo & Lorence
Q186187	29e7962d-ba20-43b0-8ccc-d69017bcd2f9: isotype of Endiandra inopinata B.Gray
Q186188	29f05a08-5864-4aaa-8b25-96137cd8ed2a: isotype of Darwinia hortiorum K.R.Thiele
Q186189	29f0fe21-45f3-46dd-863c-33069e53e487: isotype of Eremophila incisa Chinnock
Q186190	29f3c540-7d63-469b-8bf6-ac4ce6e07cea: isotype of Hibiscus petherickii Craven, F.D.Wilson & Fryxell
Q186191	29f4b0c4be5bdeb0c9980e66b519576b: isotype of Chusquea perotensis L.G.Clark, G.Cortes & Cházaro
Q186192	29f58ce1-fddc-43d1-b980-cdb5ec924bab: isotype of Hechtia pueblensis Burt-Utley, Utley & García-Mend.
Q186193	29fa2565-4aa6-4ed0-b292-611b6deeaaac: isotype of Mimosa bijuga Benth.
Q186194	2A4B3521-D345-4AE1-A71F-50AA7BA55C42: isotype of Gentianella angustifolia Glenny
Q186195	2A56C14A1D0E4282D6FB5B23F7020481.mc.703792456A21354A201530F6A960CBCE: holotype of Primulina niveolanosa F.Wen, S.Li & W.C.Chou
Q186196	2A85D586-086B-4A7D-9F64-538BAF49C872: isotype of Philodendron squamipetiolatum Croat
Q186197	2A99762BCB3EFF80BCBF7BB5110E231C.mc.AFF2C3BA9E533941222EF613C8C465D5: holotype of Primulina cerina F.Wen, Yi Huang & W.C.Chou
Q186198	2B0B791C-F034-4946-8040-A1CC46074EE2: isotype of Taonabo pringlei Rose
Q186199	2B4608DD-DE2B-45B5-AD22-F3D1DEC41CFC: isotype of Prestonia amabilis J.F.Morales
Q186200	2B62EDE9-11FB-444B-805A-1A77D0544CF8: holotype of Pediocactus despainii S.L.Welsh & Goodrich
Q186201	2B779E23-61D9-4A09-BE2A-5730BB5B5BC4: isotype of Sophora molloyi Heenan & de Lange
Q186202	2BBC8487-3F98-4923-B2F2-77531FAB5FB6: isotype of Oxytropis campestris var. wanapum Joyal
Q186203	2BE471B8-2770-4C1E-971B-4A456A52F9D4: isotype of Pilosella pseudogudarica Mateo & Egido
Q186204	2C4A073D-D411-4945-97ED-EF67CB4E339E: isotype of Hieracium humadense Mateo, Egido & Alejandre
Q186205	2C93B82F-B7A7-459E-A56D-2287D3E37419: isotype of Hechtia oaxacana Burt-Utley, Utley & García-Mend.
Q186206	2CBFD8A6-D687-405B-89F1-1AE02CA31F4E: holotype of Hypochaeris radicata subsp. rocinensis M.Á.Ortiz & Talavera
Q186207	2CC2D5EB-3AF6-41D3-9C75-85FAFD999049: isotype of Camissonia dominguez-escalantorum N.D.Atwood, L.C.Higgins & S.L.Welsh
Q186208	2DC1EA9F-3DA8-4624-A9E7-117983A3DD2A: holotype of Sarcocornia lagascae Fuente, Rufo & Sánchez Mata
Q186209	2DE7BF7B-B98A-4AB3-BD34-15B45D83B0E7: holotype of Centaurea stuessyi Arnelas, Devesa & E.López
Q186210	2DF3198F-D14E-4C9E-8256-F0C3EFF45F14: isotype of Eriogonum brevicaule var. caelitum Reveal
Q186211	2EC0F111-2A72-498A-A64B-EBAAEAAD3B2C: holotype of Rhynchospora megaplumosa E.L.Bridges & Orzell
Q186212	2EE7C25C-3DAE-4FE4-B1EE-0F7BB0E5D0BD: isotype of Phacelia furnissii N.D.Atwood
Q186213	2EEAE5D0-885D-4105-ADC1-99C609BAA99F: holotype of Urtica sykesii Grosse-Veldm. & Weigend
Q186214	2F2D5B73-7F3E-4232-09E6-A1839FFDEF9E: isotype of Pilosella megargyrocoma Mateo & Egido
Q186215	2F3442EE-A757-4959-A74A-AEF0AF3FB37C: holotype of Lepidium montanum var. diffusum S.L.Welsh & Goodrich
Q186216	2a0696db-b65e-417c-a3ae-e58452cb38cf: isotype of Pectis stella Malme
Q186217	2a079a1e-d218-4724-ae2c-2f7752d6c827: neotype of Ceratozamia miqueliana H.Wendl.
Q186218	2a08c211-0585-40af-93c8-4e4f365e10b6: holotype of Peperomia cumulicola Small
Q186219	2a0d62d6-957c-41b6-9733-48fdfca7ad90: isotype of Kadua lichtlei Lorence & W.L.Wagner
Q186220	2a135b7c-71ee-43d9-9e37-f0483f338043: isotype of Rubus sceleratus Brainerd ex Fernald
Q186221	2a15cc37-b293-2934-169a-8e6d1ad97ffd: isotype of Juncus laccatus Zika
Q186222	2a1843cc-f4a8-4ee8-8b62-22c67c25656f: isotype of Elaeocarpus erdinii Coode
Q186223	2a1bd86d-a8ad-4994-a41b-392bc10fba24: holotype of Eriogonum terrenatum Reveal
Q186224	2a1c3ac3-c154-42e1-af3e-5a85686390cf: isotype of Cyathostemon gracilis Trudgen & Rye
Q186225	2a2333f9-bd55-404c-9981-aae86466fa6c: isotype of Libidibia pinnata Griseb.
Q186226	2a238105-ece3-475d-a417-9b5efa9194c9: holotype of Calyptranthes limoncillo Alain
Q186227	2a23eb68-091f-41b9-a623-6561ff30cc4a: lectotype of Hoffmannseggia densiflora Benth.
Q186228	2a278438-98df-45ce-82b8-efa0fa3e8b93: isotype of Mimosa guaviarensis Barneby
Q186229	2a2a1d97-a4ed-4fdc-8f24-4466d3460272: isotype of Mimosa ctenodes Barneby
Q186230	2a2ddc02-863d-4f64-be2b-ecea54363a99: isolectotype of Heliotropium antillanum Urb.
Q186231	2a2e9826-caa3-4aa4-9277-f36d1a4410fa: holotype of Caladenia uliginosa subsp. candicans Hopper & A.P.Br.
Q186232	2a310e2a-bf4e-4605-887f-7092fef90007: isotype of Leucopogon grammatus Hislop
Q186233	2a3465ec-7681-49d9-bd3a-6cc318849e7c: isotype of Mentzelia canyonensis J.J.Schenk, W.C.Hodgs. & L.Hufford
Q186234	2a34c21d-c80c-4f2b-addc-fbe889d7e293: holotype of Dielsiodoxa altimontana Hislop
Q186235	2a3982fa7822381f2654f28420c0a83e: holotype of Gentianella tarahumarae G.L.Nesom
Q186236	2a40fa0c-c5b3-487f-af73-c0ec65818020: isotype of Viola eminens K.R.Thiele & Prober
Q186237	2a43c084-5b53-4b71-85c8-d4b35626dc8d: isotype of Nasa sanchezii T.Henning & Weigend
Q186238	2a463361-b340-4c67-a2b6-913ae0cc9095: neotype of Stelis praesecta Schltr.
Q186239	2a476ece-8920-469f-bbf9-c95cdcd6ccae: isotype of Pilocarpus carajaensis Skorupa
Q186240	2a568f10-16dd-40fa-8b8c-50dc9915f1d9: isotype of Sedum marmorense Otting & R.E.Brainerd
Q186241	2a5ccdd8-53bd-44ee-b879-095a16c77fe9: holotype of Eleocharis steinbachii D.J.Rosen
Q186242	2a5e3538-4aa6-4eb8-8139-8831eddc5fe4: isotype of Phanerophlebia remotispora E.Fourn.
Q186243	2a63d056cb24ce6fd93950a019e55f7a: holotype of Misanteca nayaritensis Lundell
Q186244	2a661dd4-771e-4860-8075-c03c3e49d95f: isotype of Lepyrodia porterae B.G.Briggs & L.A.S.Johnson
Q186245	31b94870-955b-42ba-a8f9-953b8fc32b53: holotype of Ilex blancheana Judd
Q186246	31ba0264-9576-41aa-923d-545302065283: isotype of Zuelania tremula Griseb.
Q186247	31bd2056-6cfb-4779-b45b-0276d777aaf3: holotype of Stryphnodendron colombianum Britton & Killip
Q186248	31be60fd98f597edfb56954f392c8e7d: isotype of Epidendrum atroscriptum Hágsater
Q186249	31c403a4-033e-40d7-bf6e-7fd99fb81d1f: holotype of Leptocarpus tephrinus B.G.Briggs
Q186250	31c421dd-5da7-47a1-b2de-13d91bfb1ad1: isotype of Freziera croatii D.Santam. & A.K.Monro
Q186251	31c6f88e-2c6e-4e16-bec5-fba5b2e0c384: lectotype of Oenothera fruticosa var. hirsuta Nutt. ex Torr. & A.Gray
Q186252	31ce8d48-46fc-4cfb-8260-2244472f3d10: holotype of Verbesina platanara B.L.Turner
Q186253	31d2782663df62c169e1f907af613346: holotype of Salvia palmetorum J.G.González & Carnahan
Q186254	31d31326-89b4-4451-9378-54472a42cb8d: isotype of Stenomesson ecuadorense Meerow, Oleas & L.Jost
Q186255	31d71ea2-a843-4824-8864-64a718f68cf7: lectotype of Eriogonum watsonii Torr. & A.Gray
Q186256	31db6067-2e6b-48af-9468-fcbbf356285a: isotype of Macrocarpaea lenae J.R.Grant
Q186257	31dea7b9-af2c-4894-9340-831366b29043: holotype of Recordoxylon pulcherrimum Barneby
Q186258	31e46e21-3c5f-4b5d-accb-599c63f210e0: isotype of Pterocaulon paradoxum A.R.Bean
Q186259	31e6eba6-1f3f-4750-9c17-a16c30058c9e: holotype of Eugenia walkerae Flickinger
