fullname	ipni	authorship	taxonKey	taxonRank	rank
Crataegus okanaganensis var. wellsii J.B.Phipps & O'Kennon	20010131-1|323993-2	J.B.Phipps & O'Kennon	3015055	variety	Q18
Crataegus okennonii J.B.Phipps	316580-2	J.B.Phipps	3015028	species	Q16
Crataegus orbicularis J.B.Phipps & O'Kennon	20010133-1|323995-2	J.B.Phipps & O'Kennon	3015848	species	Q16
Crataegus oreophila Lance	77135559-1	Lance	7615026	species	Q16
Crataegus padifolia Sarg.	68708-2	Sarg.	3014620	species	Q16
Crataegus parryana Eggl.	68726-2	Eggl.	3014578	species	Q16
Crataegus phippsii O'Kennon	316583-2	O'Kennon	3014122	species	Q16
Crataegus purpurella J.B.Phipps & O'Kennon	77095420-1	J.B.Phipps & O'Kennon	3013606	species	Q16
Crataegus regalis Beadle	68889-2	Beadle	3013423	species	Q16
Crataegus reverchonii Sarg.	68899-2	Sarg.	3013672	species	Q16
Crataegus rivuloadamensis J.B.Phipps & O'Kennon	77095419-1	J.B.Phipps & O'Kennon	3013725	species	Q16
Crataegus rivulopugnensis J.B.Phipps & O'Kennon	77095421-1	J.B.Phipps & O'Kennon	3013585	species	Q16
Crataegus rosei Eggl.	68922-2	Eggl.	3015721	species	Q16
Crataegus rosei var. mahindae J.B.Phipps	1000761-1	J.B.Phipps	3015722	variety	Q18
Crataegus rugosa Ashe	68940-2	Ashe	3014022	species	Q16
Crataegus segnis Beadle	68983-2	Beadle	3014352	species	Q16
Crataegus serratissima J.B.Phipps	314986-2	J.B.Phipps	3015837	species	Q16
Crataegus sheila-phippsiae J.B.Phipps & O'Kennon	60436255-2	J.B.Phipps & O'Kennon	3016134	species	Q16
Crataegus sheila-phippsiae var. saskatchewanensis J.B.Phipps & O'Kennon	77095423-1	J.B.Phipps & O'Kennon	3016135	variety	Q18
Crataegus shuswapensis J.B.Phipps & O'Kennon	323992-2|20010130-1	J.B.Phipps & O'Kennon	3016015	species	Q16
Crataegus spes-aestatum J.B.Phipps	77085460-1	J.B.Phipps	3853309	species	Q16
Crataegus tracyi var. coahuilensis J.B.Phipps	314982-2	J.B.Phipps	3014174	variety	Q18
Crataegus tracyi var. madrensis J.B.Phipps	314983-2	J.B.Phipps	3014172	variety	Q18
Crataegus turnerorum Enquist	275266-2	Enquist	3016098	species	Q16
Crataegus tzvelevii Ufimov	77138825-1	Ufimov	8103981	species	Q16
Crataegus ursopedensis J.B.Phipps & O'Kennon	77095424-1	J.B.Phipps & O'Kennon	3013933	species	Q16
Crateranthus cameroonensis Cheek & Prance	77143526-1	Cheek & Prance	9500641	species	Q16
Craterispermum cervicorne De Block & Randriamb.	77146989-1	De Block & Randriamb.	8847899	species	Q16
Craterispermum motleyanum De Block & Randriamb.	77146987-1	De Block & Randriamb.	9199583	species	Q16
Craterispermum praslinense Padayachy & Senterre	77212508-1	Padayachy & Senterre	12244904	species	Q16
Craterispermum puffianum De Block & Randriamb.	77146988-1	De Block & Randriamb.	8990387	species	Q16
Craterispermum silhouettense Padayachy & Senterre	77212509-1	Padayachy & Senterre	12182117	species	Q16
Crateva yarinacochaensis Cornejo & Iltis	77096495-1	Cornejo & Iltis	3871282	species	Q16
Cratystylis centralis Albr. & Paul G.Wilson	20006072-1	Albr. & Paul G.Wilson	3098629	species	Q16
Crawfurdia poilanei Hul	20006677-1	Hul	3839927	species	Q16
Crawfurdia tonkinensis J.Murata ex Hul	20006678-1	J.Murata ex Hul	3839833	species	Q16
Cremanium racemosum Griseb.	302205-2	Griseb.	3869292	species	Q16
Cremanthodium latilobum Y.S.Chen	77110025-1	Y.S.Chen	8189514	species	Q16
Cremastopus rostratus Paul G.Wilson	309263-2	Paul G.Wilson	3623049	species	Q16
Cremastosperma alticola Pirie & Chatrou	60477506-2	Pirie & Chatrou	10082883	species	Q16
Cremastosperma antioquense Pirie	77065682-1	Pirie	3154031	species	Q16
Cremastosperma awaense Pirie	77065683-1	Pirie	3154048	species	Q16
Cremastosperma brachypodum Pirie & Chatrou	60477507-2	Pirie & Chatrou	10327011	species	Q16
Cremastosperma bullatum Pirie	60445546-2	Pirie	3154035	species	Q16
Cremastosperma cenepense Pirie & Zapata	60445548-2	Pirie & Zapata	3154053	species	Q16
Cremastosperma chococola Pirie	77065684-1	Pirie	3154061	species	Q16
Cremastosperma confusum Pirie	60477508-2	Pirie	9961244	species	Q16
Cremastosperma dolichocarpum Pirie	77065685-1	Pirie	3154038	species	Q16
Cremastosperma dolichopodum Pirie & Maas	60477509-2	Pirie & Maas	10601271	species	Q16
Cremastosperma longipes Pirie	77065686-1	Pirie	3154058	species	Q16
Cremastosperma macrocarpum Maas	275269-2	Maas	3154039	species	Q16
Cremastosperma magdalenae Pirie	77065687-1	Pirie	3154036	species	Q16
Cremastosperma napoense Pirie	77065688-1	Pirie	3154052	species	Q16
Cremastosperma osicola Pirie & Chatrou	60477510-2	Pirie & Chatrou	10355957	species	Q16
Cremastosperma panamense Maas	275270-2	Maas	3154047	species	Q16
Cremastosperma stenophyllum Pirie	77065689-1	Pirie	3154034	species	Q16
Cremastosperma venezuelanum Pirie	77065679-1	Pirie	3154059	species	Q16
Cremastosperma westrae Pirie	77065690-1	Pirie	3154049	species	Q16
Cremastosperma yamayakatense Pirie	60445547-2	Pirie	3154050	species	Q16
Cremersia platula Feuillet & L.E.Skog	20012532-1|326840-2	Feuillet & L.E.Skog	5589993	species	Q16
Cremosperma anisophyllum J.L.Clark & L.E.Skog	77115270-1	J.L.Clark & L.E.Skog	7684913	species	Q16
Cremosperma demissum C.V.Morton	275273-2	C.V.Morton	3820540	species	Q16
Cremosperma filicifolium L.P.Kvist & L.E.Skog	275275-2	L.P.Kvist & L.E.Skog	3820507	species	Q16
Cremosperma inversum B.R.Keener & J.L.Clark	77148193-1	B.R.Keener & J.L.Clark	8782028	species	Q16
Cremosperma maculatum L.E.Skog	69294-2	L.E.Skog	3820349	species	Q16
Cremosperma occidentale Wiehler	69298-2	Wiehler	3820244	species	Q16
Cremosperma peruvianum L.E.Skog	69300-2	L.E.Skog	3820207	species	Q16
Cremosperma verticillatum J.L.Clark & B.R.Keener	77119138-1	J.L.Clark & B.R.Keener	8333356	species	Q16
Cremospermopsis galaxias J.L.Clark & Clavijo	77177454-1	J.L.Clark & Clavijo	10881847	species	Q16
Cremospermopsis parviflora L.E.Skog & L.P.Kvist	20006956-1|323956-2	L.E.Skog & L.P.Kvist	3820052	species	Q16
Crepidomanes pyxidiferum var. australe Ponce & Dubuisson	77162074-1	Ponce & Dubuisson	9719369	variety	Q18
Crepidospermum atlanticum Daly	20007288-1|324374-2	Daly	3992740	species	Q16
Crepis novoana S.Ortiz, X.Soñora & Rodr.Oubiña	994377-1	S.Ortiz, X.Soñora & Rodr.Oubiña	5403255	species	Q16
Crepis runcinata var. hispidulosa Howell ex Rydb.	69394-2	Howell ex Rydb.	8122136	variety	Q18
Cressa truxillensis Kunth	30478789-2	Kunth	5341708	species	Q16
Crinum hanitrae Lehmiller & Sisk	77100510-1	Lehmiller & Sisk	5950297	species	Q16
Crinum hardyi Lehmiller	60440039-2	Lehmiller	2853961	species	Q16
Crinum joesmithii M.D.Barrett & R.L.Barrett	77153317-1	M.D.Barrett & R.L.Barrett	9237713	species	Q16
Crinum lavrani Lehmiller	77100493-1	Lehmiller	5950296	species	Q16
Crinum mccoyi Lehmiller	60440040-2	Lehmiller	2853595	species	Q16
Crinum muelleri Lehmiller & Lykos	77133754-1	Lehmiller & Lykos	9456687	species	Q16
Crinum pronkii Lehmiller	77105649-1	Lehmiller	6314252	species	Q16
Crinum xerophilum H.Perrier ex Lehmiller	20010396-1	H.Perrier ex Lehmiller	2853960	species	Q16
Cristaria andicola Gay	315725-2	Gay	5618337	species	Q16
Cristaria aspera Gay	315727-2	Gay	7279173	species	Q16
Cristaria cordatorotundifolia Gay	315729-2	Gay	5618247	species	Q16
Cristaria fuentesiana I.M.Johnst.	69487-2	I.M.Johnst.	5618184	species	Q16
Cristaria molinae Gay	315734-2	Gay	5618052	species	Q16
Cristaria thinophila I.M.Johnst.	69522-2	I.M.Johnst.	5617971	species	Q16
Cristonia biloba subsp. pubescens I.Thomps.	77103978-1	I.Thomps.	10870753	subspecies	Q17
Critonia dominicensis R.M.King & H.Rob.	69544-2	R.M.King & H.Rob.	5385786	species	Q16
Critonia iltisii R.M.King & H.Rob.	69550-2	R.M.King & H.Rob.	5385903	species	Q16
Critonia paneroi B.L.Turner	303170-2	B.L.Turner	5385743	species	Q16
Critonia wilburii R.M.King & H.Rob.	275312-2	R.M.King & H.Rob.	5385783	species	Q16
Critoniopsis canaliculata M.Monge & Semir	77200888-1	M.Monge & Semir	10734342	species	Q16
Critoniopsis cerulosa Haro-Carr. & H.Rob.	77094691-1	Haro-Carr. & H.Rob.	3101536	species	Q16
Critoniopsis choquetangensis H.Rob.	303348-2	H.Rob.	3101502	species	Q16
Critoniopsis concolor H.Rob. & V.A.Funk	77195786-1	H.Rob. & V.A.Funk	10761553	species	Q16
Critoniopsis cotopaxensis H.Rob.	306383-2	H.Rob.	3101444	species	Q16
Critoniopsis diazii H.Rob.	60440496-2	H.Rob.	3101532	species	Q16
Critoniopsis gynoxiifolia H.Rob.	301219-2	H.Rob.	3101549	species	Q16
Critoniopsis jaramilloi Pruski & H.Rob.	301220-2	Pruski & H.Rob.	3101428	species	Q16
Critoniopsis lewisii H.Rob.	303431-2	H.Rob.	3101478	species	Q16
Critoniopsis macrofoliata H.Rob.	60440497-2	H.Rob.	3101468	species	Q16
Critoniopsis narinoensis H.Rob. & S.C.Keeley	77146549-1	H.Rob. & S.C.Keeley	9069838	species	Q16
Critoniopsis palaciosii H.Rob.	304104-2	H.Rob.	3101545	species	Q16
Critoniopsis persetosa Haro-Carr. & H.Rob.	77094693-1	Haro-Carr. & H.Rob.	3101482	species	Q16
Critoniopsis quillonensis H.Rob.	301370-2	H.Rob.	3101500	species	Q16
Critoniopsis sodiroioides H.Rob. & V.A.Funk	77195792-1	H.Rob. & V.A.Funk	10708578	species	Q16
Critoniopsis steinbachii H.Rob.	305339-2	H.Rob.	3101451	species	Q16
Critoniopsis tausae H.Rob. & S.C.Keeley	77146548-1	H.Rob. & S.C.Keeley	9255704	species	Q16
Critoniopsis uribei H.Rob.	306625-2	H.Rob.	3101435	species	Q16
Critoniopsis vivarii H.Rob. & V.A.Funk	77195794-1	H.Rob. & V.A.Funk	10778036	species	Q16
Critoniopsis zamorensis Haro-Carr. & H.Rob.	77094694-1	Haro-Carr. & H.Rob.	3101533	species	Q16
Critoniopsis zarucchii H.Rob.	303615-2	H.Rob.	3101438	species	Q16
Crockeria chrysantha Greene ex A.Gray	69612-2	Greene ex A.Gray	3144289	species	Q16
Crocodeilanthe allenii Kolan. & Szlach.	77218135-1	Kolan. & Szlach.	12327515	species	Q16
Crocodeilanthe asymmetrica Kolan. & Szlach.	77218136-1	Kolan. & Szlach.	12273794	species	Q16
Crocodeilanthe bialata Kolan. & Szlach.	77218138-1	Kolan. & Szlach.	12337576	species	Q16
Crocodeilanthe bogotensis Kolan. & Szlach.	77218139-1	Kolan. & Szlach.	12282498	species	Q16
Crocodeilanthe cochleata Kolan. & Szlach.	77218142-1	Kolan. & Szlach.	12369354	species	Q16
Crocodeilanthe cordilabia Kolan. & Szlach.	77218143-1	Kolan. & Szlach.	12287195	species	Q16
Crocodeilanthe cundinamarcae Kolan. & Szlach.	77218144-1	Kolan. & Szlach.	12378855	species	Q16
Crocodeilanthe deltoidea Kolan. & Szlach.	77218145-1	Kolan. & Szlach.	12273934	species	Q16
Crocodeilanthe dewildei Luer & Toscano	77192659-1	Luer & Toscano	10955839	species	Q16
Crocodeilanthe dodsonii Kolan. & Szlach.	77218146-1	Kolan. & Szlach.	12271567	species	Q16
Crocodeilanthe fosteri Kolan. & Szlach.	77218147-1	Kolan. & Szlach.	12324399	species	Q16
Crocodeilanthe fusisepala Kolan. & Szlach.	77218148-1	Kolan. & Szlach.	12267335	species	Q16
Crocodeilanthe garayi Kolan. & Szlach.	77218149-1	Kolan. & Szlach.	12342977	species	Q16
Crocodeilanthe gustavo-romeroi Kolan. & Szlach.	77218151-1	Kolan. & Szlach.	12271204	species	Q16
Crocodeilanthe killipii Kolan. & Szlach.	77218153-1	Kolan. & Szlach.	12373251	species	Q16
Crocodeilanthe lancipetala Kolan. & Szlach.	77218154-1	Kolan. & Szlach.	12326480	species	Q16
Crocodeilanthe mantae Kolan. & Szlach.	77218155-1	Kolan. & Szlach.	12323915	species	Q16
Crocodeilanthe ospinae Kolan. & Szlach.	77218156-1	Kolan. & Szlach.	12294206	species	Q16
Crocodeilanthe ovatipetala Kolan. & Szlach.	77218157-1	Kolan. & Szlach.	12331422	species	Q16
Crocodeilanthe papillipetala Kolan. & Szlach.	77218158-1	Kolan. & Szlach.	12350361	species	Q16
Crocodeilanthe purpurea Kolan. & Szlach.	77218160-1	Kolan. & Szlach.	12324810	species	Q16
Crocodeilanthe rectangularis Kolan. & Szlach.	77218163-1	Kolan. & Szlach.	12332101	species	Q16
Crocodeilanthe recurvilabia Kolan. & Szlach.	77218164-1	Kolan. & Szlach.	12288713	species	Q16
Crocodeilanthe renilabia Kolan. & Szlach.	77218165-1	Kolan. & Szlach.	12356027	species	Q16
Crocodeilanthe romero-castanedae Kolan. & Szlach.	77218166-1	Kolan. & Szlach.	12353908	species	Q16
Crocodeilanthe schneideri Kolan. & Szlach.	77218168-1	Kolan. & Szlach.	12328921	species	Q16
Crocodeilanthe schultesii Kolan. & Szlach.	77218169-1	Kolan. & Szlach.	12366631	species	Q16
Crocodeilanthe steinbachii Luer & Toscano	77192660-1	Luer & Toscano	10906731	species	Q16
Crocodeilanthe velaticauloides Kolan. & Szlach.	77218174-1	Kolan. & Szlach.	12359019	species	Q16
Crocodeilanthe warszewiczii Kolan. & Szlach.	77218175-1	Kolan. & Szlach.	12276360	species	Q16
Crocus abracteolus Kernd. & Pasche	77135998-1	Kernd. & Pasche	9566041	species	Q16
Crocus adamioides Kernd. & Pasche	77125627-1	Kernd. & Pasche	9571189	species	Q16
Crocus antalyensioides Rukšāns	77146993-1	Rukšāns	9459981	species	Q16
Crocus arizelus Kernd. & Pasche	77136002-1	Kernd. & Pasche	9389024	species	Q16
Crocus berytius Kernd. & Pasche	77136020-1	Kernd. & Pasche	9528047	species	Q16
Crocus brickellii Rukšāns	60466490-2	Rukšāns	10847637	species	Q16
Crocus calanthus Kernd. & Pasche	77136003-1	Kernd. & Pasche	9583765	species	Q16
Crocus filis-maculatis Kernd. & Pasche	77154566-1	Kernd. & Pasche	9235158	species	Q16
Crocus flavus subsp. sarichinarensis Rukšāns	77111139-1	Rukšāns	9538065	subspecies	Q17
Crocus gunae Rukšāns	77146969-1	Rukšāns	9454874	species	Q16
Crocus harveyi Rukšāns	77165275-1	Rukšāns	10802598	species	Q16
Crocus ilvensis Peruzzi & Carta	77110854-1	Peruzzi & Carta	7555690	species	Q16
Crocus iranicus Rukšāns	77146971-1	Rukšāns	9266534	species	Q16
Crocus kangalensis Kernd. & Pasche	77136017-1	Kernd. & Pasche	9588898	species	Q16
Crocus kofudagensis Rukšāns	77146994-1	Rukšāns	9503861	species	Q16
Crocus laevigatus subsp. pumilus Rukšāns	77134209-1	Rukšāns	9352510	subspecies	Q17
Crocus lyciotauricus Kernd. & Pasche	77136004-1	Kernd. & Pasche	9533816	species	Q16
Crocus macedonicus Rukšāns	77134208-1	Rukšāns	10677602	species	Q16
Crocus marasensis Kernd. & Pasche	77136012-1	Kernd. & Pasche	9570242	species	Q16
Crocus mawii Kernd. & Pasche	77135996-1	Kernd. & Pasche	9417076	species	Q16
Crocus mediotauricus Kernd. & Pasche	77136001-1	Kernd. & Pasche	9238109	species	Q16
Crocus minutus Kernd. & Pasche	77117102-1	Kernd. & Pasche	8112820	species	Q16
Crocus muglaensis Rukšāns	60466486-2	Rukšāns	10786100	species	Q16
Crocus neglectus Peruzzi & Carta	77145622-1	Peruzzi & Carta	2747567	species	Q16
Crocus oreogenus Kernd. & Pasche	77136006-1	Kernd. & Pasche	9350051	species	Q16
Crocus ponticus Kernd. & Pasche	77136019-1	Kernd. & Pasche	9342407	species	Q16
Crocus reinhardii Rukšāns	77146970-1	Rukšāns	9536793	species	Q16
Crocus rhodensis Rukšāns	77147001-1	Rukšāns	9430919	species	Q16
Crocus romuleoides Kernd. & Pasche	77136011-1	Kernd. & Pasche	9394070	species	Q16
Crocus ruksansii Zubov	77165274-1	Zubov	10875579	species	Q16
Crocus salurdagensis Kernd. & Pasche	60471679-2	Kernd. & Pasche	9305736	species	Q16
Crocus schneideri Kernd. & Pasche	77136014-1	Kernd. & Pasche	9309997	species	Q16
Crocus seisumsiana Rukšāns	77165276-1	Rukšāns	10774010	species	Q16
Crocus sivasensis Kernd. & Pasche	77136018-1	Kernd. & Pasche	9458066	species	Q16
Crocus sozenii Rukšāns	77147000-1	Rukšāns	9393123	species	Q16
Crocus speciosus subsp. bolensis Rukšāns	77134204-1	Rukšāns	9243739	subspecies	Q17
Crocus speciosus subsp. elegans Rukšāns	77134206-1	Rukšāns	9582829	subspecies	Q17
Crocus speciosus subsp. hellenicus Rukšāns	77134205-1	Rukšāns	9372058	subspecies	Q17
Crocus speciosus subsp. sakariensis Rukšāns	77134203-1	Rukšāns	9621185	subspecies	Q17
Crocus striatulus Kernd. & Pasche	77135995-1	Kernd. & Pasche	9377039	species	Q16
Crocus tahtaliensis Kernd. & Pasche	77136000-1	Kernd. & Pasche	9261802	species	Q16
Crocus uschakensis Rukšāns	60466487-2	Rukšāns	10834143	species	Q16
Crocus vaclavii Rukšāns	77134207-1	Rukšāns	10681334	species	Q16
Crocus xanthosus Kernd. & Pasche	60471680-2	Kernd. & Pasche	9313050	species	Q16
Crocus zetterlundii Rukšāns	77146999-1	Rukšāns	9308224	species	Q16
Croizatia cimalonia Cerón & G.L.Webster	20006837-1|323858-2	Cerón & G.L.Webster	3081452	species	Q16
Croizatia panamensis G.L.Webster	275317-2	G.L.Webster	3081453	species	Q16
Cronquistianthus bishopii R.M.King & H.Rob.	69620-2|275318-2	R.M.King & H.Rob.	3103567	species	Q16
Cronquistianthus celendinensis R.M.King & H.Rob.	275319-2|69623-2	R.M.King & H.Rob.	3103539	species	Q16
Cronquistianthus chachapoyensis R.M.King & H.Rob.	69624-2|275320-2	R.M.King & H.Rob.	3103560	species	Q16
Cronquistianthus infantesii R.M.King & H.Rob.	69631-2	R.M.King & H.Rob.	3103543	species	Q16
Cronquistianthus macbridei R.M.King & H.Rob.	69636-2	R.M.King & H.Rob.	3103572	species	Q16
Cronquistianthus rosei R.M.King & H.Rob.	275323-2|69641-2	R.M.King & H.Rob.	3103558	species	Q16
Cronquistianthus trianae R.M.King & H.Rob.	275324-2	R.M.King & H.Rob.	3103569	species	Q16
Croomia hyugaensis Kadota & Mas.Saito	77108707-1	Kadota & Mas.Saito	6313909	species	Q16
Croomia saitoana Kadota	77108706-1	Kadota	6313908	species	Q16
Crossandrella cristalensis Champl. & Senterre	77106535-1	Champl. & Senterre	8262931	species	Q16
Crossoglossa acuminatissima Nog.-Sav. & Carnevali	60450794-2	Nog.-Sav. & Carnevali	5542258	species	Q16
Crossoglossa aurantiilineata Pupulin	319656-2|1014331-1	Pupulin	5306476	species	Q16
Crossoglossa barfodii Dodson	312539-2	Dodson	5306493	species	Q16
Crossoglossa bifida Dressler	314618-2	Dressler	5306477	species	Q16
Crossoglossa boekeana Ormerod	77148368-1	Ormerod	8945314	species	Q16
Crossoglossa chocoensis Ormerod	60461735-2	Ormerod	8737971	species	Q16
Crossoglossa dressleri Ormerod	77148369-1	Ormerod	9281892	species	Q16
Crossoglossa elliptica Dressler	314619-2	Dressler	5306495	species	Q16
Crossoglossa epiphytica Szlach. & Kolan.	77147884-1	Szlach. & Kolan.	9526780	species	Q16
Crossoglossa frontinoensis Szlach. & Kolan.	77131204-1	Szlach. & Kolan.	9101580	species	Q16
Crossoglossa garciana Ormerod	60461736-2	Ormerod	8847203	species	Q16
Crossoglossa harlingii Ormerod	60461966-2	Ormerod	8756637	species	Q16
Crossoglossa hirtzii Dodson	312428-2	Dodson	5306480	species	Q16
Crossoglossa kolanowskae Ormerod	77148370-1	Ormerod	9068278	species	Q16
Crossoglossa nanegalensis Dodson	300805-2	Dodson	5306490	species	Q16
Crossoglossa neirynckiana Szlach. & Marg.	321179-2	Szlach. & Marg.	5306499	species	Q16
Crossoglossa oliveirae Ormerod	77148371-1	Ormerod	9308785	species	Q16
Crossoglossa ospinae Dodson & Ormerod	60461967-2	Dodson & Ormerod	8818412	species	Q16
Crossoglossa pellucida Ormerod	77148372-1	Ormerod	9225535	species	Q16
Crossoglossa puipuiensis Damian & Mitidieri	77217176-1	Damian & Mitidieri	12175649	species	Q16
Crossoglossa santamartana Ormerod	60461968-2	Ormerod	8975289	species	Q16
Crossoglossa tetraphylla Ormerod	77148374-1	Ormerod	8748587	species	Q16
Crossoglossa tillettii Dodson & Ormerod	60461969-2	Dodson & Ormerod	8733255	species	Q16
Crossopetalum densiflorum Lundell	69660-2	Lundell	5580299	species	Q16
Crossopetalum enervium Hammel	313596-2	Hammel	5580288	species	Q16
Crossopetalum glabrum Lundell	69668-2	Lundell	5580107	species	Q16
Crossopetalum gomezii Lundell	275325-2	Lundell	5580268	species	Q16
Crossopetalum lobatum Lundell	69673-2	Lundell	5580239	species	Q16
Crossopetalum minimiflorum Lundell	69677-2	Lundell	5580221	species	Q16
Crossopetalum mossambicense I.Darbysh.	77160041-1	I.Darbysh.	9309362	species	Q16
Crossopetalum orientale Mory	20000770-1|321772-2	Mory	5580211	species	Q16
Crossothamnus gentryi R.M.King & H.Rob.	306824-2	R.M.King & H.Rob.	3105045	species	Q16
Crossothamnus pascoanus M.O.Dillon & B.L.Turner	275326-2	M.O.Dillon & B.L.Turner	3105043	species	Q16
Crotalaria avonensis DeLaney & Wunderlin	275327-2	DeLaney & Wunderlin	2942306	species	Q16
Crotalaria bahiaensis Windler & S.G.Skinner	69713-2	Windler & S.G.Skinner	2941928	species	Q16
Crotalaria brasiliensis Windler & S.G.Skinner	69719-2	Windler & S.G.Skinner	2942830	species	Q16
Crotalaria goiasensis Windler & S.G.Skinner	69741-2	Windler & S.G.Skinner	2942753	species	Q16
Crotalaria gracilipes O.Lachenaud	77100547-1	O.Lachenaud	8361793	species	Q16
Crotalaria leptophylla Benth.	488376-1	Benth.	2942239	species	Q16
Crotalaria miottoae A.S.Flores & A.M.G.Azevedo	60440322-2	A.S.Flores & A.M.G.Azevedo	3910891	species	Q16
Crotalaria mwangulangoi Gereau & Bodine	60439305-2	Gereau & Bodine	3910849	species	Q16
Crotalaria namuliensis Polhill & T.Harris	77112470-1	Polhill & T.Harris	8301546	species	Q16
Crotalaria tchibangensis Maesen	77136510-1	Maesen	9109599	species	Q16
Croton abonari Riina & P.E.Berry	77105976-1	Riina & P.E.Berry	6289506	species	Q16
Croton acutifolius Esser	20012046-1	Esser	3059950	species	Q16
Croton aemulus Barbosa & Carn.-Torres	77188057-1	Barbosa & Carn.-Torres	10865300	species	Q16
Croton alabamensis var. texensis Ginzbarg	301824-2	Ginzbarg	3060203	variety	Q18
Croton alchorneifolius Radcl.-Sm.	77159629-1	Radcl.-Sm.	9624044	species	Q16
Croton aleuritoides P.E.Berry	77159917-1	P.E.Berry	9059759	species	Q16
Croton amentiformis Riina	77147941-1	Riina	8796766	species	Q16
Croton ankeranae Kainul.	60473695-2	Kainul.	8814878	species	Q16
Croton araracuarae J.Murillo, P.E.Berry & M.V.Arbeláez	1014043-1|319764-2	J.Murillo, P.E.Berry & M.V.Arbeláez	3059821	species	Q16
Croton arenosus Carn.-Torres & Cordeiro	77115324-1	Carn.-Torres & Cordeiro	7572295	species	Q16
